ID	session	writer	n_event	st_time	end_time	pause	event	pos	doc_len	op	type_op	charID	charStatus	tokenID	token	lemma	POS	XPOS	ms	governor	function	sentence_id
.	0	4	1	141368	141539		n	0	0	1	keyboard	1	False	0=1	0=n	0=_	0=X	0=NC	0=	0=0	0=x	0=1
.	0	4	2	143567	143692	2028	⌫	1	1	-1	keyboard	2	na	na	na	na	na	na	na	na	na	na
.	0	4	3	153255	153380	9563	n	0	0	1	keyboard	3	False	2=2	2=n	2=_	2=X	2=NC	2=	2=0	2=x	2=1
.	0	4	4	155970	156094	2590	⌫	1	1	-1	keyboard	4	na	na	na	na	na	na	na	na	na	na
.	0	4	5	201428	201553	45334	c	0	0	1	keyboard	5	False	4=3	4=cette	4=ce	4=DET	4=DET	4=n=s|g=f	4=0	4=x	4=1
.	0	4	6	201803	201927	250	e	1	1	1	keyboard	6	False	4=3	4=cette	4=ce	4=DET	4=DET	4=n=s|g=f	4=0	4=x	4=1
.	0	4	7	202442	202489	515	t	2	2	1	keyboard	7	False	4=3	4=cette	4=ce	4=DET	4=DET	4=n=s|g=f	4=0	4=x	4=1
.	0	4	8	202614	202676	125	t	3	3	1	keyboard	8	False	4=3	4=cette	4=ce	4=DET	4=DET	4=n=s|g=f	4=0	4=x	4=1
.	0	4	9	202957	203035	281	e	4	4	1	keyboard	9	False	4=3	4=cette	4=ce	4=DET	4=DET	4=n=s|g=f	4=0	4=x	4=1
.	0	4	10	203643	203737	608	␣	5	5	1	keyboard	10	False	na	na	na	na	na	na	na	na	na
.	0	4	11	205016	205125	1279	⌫	6	6	-1	keyboard	11	na	na	na	na	na	na	na	na	na	na
.	0	4	12	205203	205297	78	⌫	5	5	-1	keyboard	12	na	na	na	na	na	na	na	na	na	na
.	0	4	13	205391	205469	94	⌫	4	4	-1	keyboard	13	na	na	na	na	na	na	na	na	na	na
.	0	4	14	205562	205656	93	⌫	3	3	-1	keyboard	14	na	na	na	na	na	na	na	na	na	na
.	0	4	15	205765	205843	109	⌫	2	2	-1	keyboard	15	na	na	na	na	na	na	na	na	na	na
.	0	4	16	205905	206030	62	⌫	1	1	-1	keyboard	16	na	na	na	na	na	na	na	na	na	na
