ID	session	writer	n_event	st_time	end_time	pause	event	pos	doc_len	op	type_op	charID	charStatus	tokenID	token	lemma	POS	XPOS	ms	governor	function	sentence_id
.	0	11	1	133615	133662		L	0	0	1	keyboard	1	True	0=1|1=1|2=1|3=1|4=1|5=1|6=1|7=1|8=1|9=1|10=1|11=1|12=1|13=1|14=1|15=1|16=1|17=1|18=1|19=1|20=1|21=1|22=1|23=1|24=1|25=1|26=1|27=1|28=1	0=La|1=La|2=La|3=La|4=La|5=La|6=La|7=La|8=La|9=La|10=La|11=La|12=La|13=La|14=La|15=La|16=La|17=La|18=La|19=La|20=La|21=La|22=La|23=La|24=La|25=La|26=La|27=La|28=La	0=le|1=le|2=le|3=le|4=la|5=la|6=le|7=le|8=la|9=la|10=le|11=le|12=le|13=le|14=la|15=la|16=le|17=le|18=le|19=le|20=le|21=le|22=le|23=la|24=le|25=la|26=le|27=la|28=la	0=DET|1=DET|2=DET|3=DET|4=DET|5=DET|6=DET|7=DET|8=DET|9=DET|10=DET|11=DET|12=DET|13=DET|14=DET|15=DET|16=DET|17=DET|18=DET|19=DET|20=DET|21=DET|22=DET|23=DET|24=DET|25=DET|26=DET|27=DET|28=DET	0=DET|1=DET|2=DET|3=DET|4=DET|5=DET|6=DET|7=DET|8=DET|9=DET|10=DET|11=DET|12=DET|13=DET|14=DET|15=DET|16=DET|17=DET|18=DET|19=DET|20=DET|21=DET|22=DET|23=DET|24=DET|25=DET|26=DET|27=DET|28=DET	0=n=s|g=f|1=n=s|g=f|2=n=s|g=f|3=n=s|g=f|4=n=s|g=f|5=n=s|g=f|6=n=s|g=f|7=n=s|g=f|8=n=s|g=f|9=n=s|g=f|10=n=s|g=f|11=n=s|g=f|12=n=s|g=f|13=n=s|g=f|14=n=s|g=f|15=n=s|g=f|16=n=s|g=f|17=n=s|g=f|18=n=s|g=f|19=n=s|g=f|20=n=s|g=f|21=n=s|g=f|22=n=s|g=f|23=n=s|g=f|24=n=s|g=f|25=n=s|g=f|26=n=s|g=f|27=n=s|g=f|28=n=s|g=f	0=2|1=2|2=2|3=2|4=2|5=2|6=2|7=2|8=2|9=2|10=2|11=2|12=2|13=2|14=2|15=2|16=2|17=2|18=2|19=2|20=2|21=2|22=2|23=2|24=2|25=2|26=2|27=2|28=2	0=det|1=det|2=det|3=det|4=det|5=det|6=det|7=det|8=det|9=det|10=det|11=det|12=det|13=det|14=det|15=det|16=det|17=det|18=det|19=det|20=det|21=det|22=det|23=det|24=det|25=det|26=det|27=det|28=det	0=1|1=1|2=1|3=1|4=1|5=1|6=1|7=1|8=1|9=1|10=1|11=1|12=1|13=1|14=1|15=1|16=1|17=1|18=1|19=1|20=1|21=1|22=1|23=1|24=1|25=1|26=1|27=1|28=1
.	0	11	2	134302	134473	640	a	1	1	1	keyboard	2	True	0=1|1=1|2=1|3=1|4=1|5=1|6=1|7=1|8=1|9=1|10=1|11=1|12=1|13=1|14=1|15=1|16=1|17=1|18=1|19=1|20=1|21=1|22=1|23=1|24=1|25=1|26=1|27=1|28=1	0=La|1=La|2=La|3=La|4=La|5=La|6=La|7=La|8=La|9=La|10=La|11=La|12=La|13=La|14=La|15=La|16=La|17=La|18=La|19=La|20=La|21=La|22=La|23=La|24=La|25=La|26=La|27=La|28=La	0=le|1=le|2=le|3=le|4=la|5=la|6=le|7=le|8=la|9=la|10=le|11=le|12=le|13=le|14=la|15=la|16=le|17=le|18=le|19=le|20=le|21=le|22=le|23=la|24=le|25=la|26=le|27=la|28=la	0=DET|1=DET|2=DET|3=DET|4=DET|5=DET|6=DET|7=DET|8=DET|9=DET|10=DET|11=DET|12=DET|13=DET|14=DET|15=DET|16=DET|17=DET|18=DET|19=DET|20=DET|21=DET|22=DET|23=DET|24=DET|25=DET|26=DET|27=DET|28=DET	0=DET|1=DET|2=DET|3=DET|4=DET|5=DET|6=DET|7=DET|8=DET|9=DET|10=DET|11=DET|12=DET|13=DET|14=DET|15=DET|16=DET|17=DET|18=DET|19=DET|20=DET|21=DET|22=DET|23=DET|24=DET|25=DET|26=DET|27=DET|28=DET	0=n=s|g=f|1=n=s|g=f|2=n=s|g=f|3=n=s|g=f|4=n=s|g=f|5=n=s|g=f|6=n=s|g=f|7=n=s|g=f|8=n=s|g=f|9=n=s|g=f|10=n=s|g=f|11=n=s|g=f|12=n=s|g=f|13=n=s|g=f|14=n=s|g=f|15=n=s|g=f|16=n=s|g=f|17=n=s|g=f|18=n=s|g=f|19=n=s|g=f|20=n=s|g=f|21=n=s|g=f|22=n=s|g=f|23=n=s|g=f|24=n=s|g=f|25=n=s|g=f|26=n=s|g=f|27=n=s|g=f|28=n=s|g=f	0=2|1=2|2=2|3=2|4=2|5=2|6=2|7=2|8=2|9=2|10=2|11=2|12=2|13=2|14=2|15=2|16=2|17=2|18=2|19=2|20=2|21=2|22=2|23=2|24=2|25=2|26=2|27=2|28=2	0=det|1=det|2=det|3=det|4=det|5=det|6=det|7=det|8=det|9=det|10=det|11=det|12=det|13=det|14=det|15=det|16=det|17=det|18=det|19=det|20=det|21=det|22=det|23=det|24=det|25=det|26=det|27=det|28=det	0=1|1=1|2=1|3=1|4=1|5=1|6=1|7=1|8=1|9=1|10=1|11=1|12=1|13=1|14=1|15=1|16=1|17=1|18=1|19=1|20=1|21=1|22=1|23=1|24=1|25=1|26=1|27=1|28=1
.	0	11	3	135534	135643	1061	␣	2	2	1	keyboard	3	True	na	na	na	na	na	na	na	na	na
.	0	11	4	136111	136220	468	v	3	3	1	keyboard	4	True	0=2|1=2|2=2|3=2|4=2|5=2|6=2|7=2|8=2|9=2|10=2|11=2|12=2|13=2|14=2|15=2|16=2|17=2|18=2|19=2|20=2|21=2|22=2|23=2|24=2|25=2|26=2|27=2|28=2	0=violence|1=violence|2=violence|3=violence|4=violence|5=violence|6=violence|7=violence|8=violence|9=violence|10=violence|11=violence|12=violence|13=violence|14=violence|15=violence|16=violence|17=violence|18=violence|19=violence|20=violence|21=violence|22=violence|23=violence|24=violence|25=violence|26=violence|27=violence|28=violence	0=violence|1=violence|2=violence|3=violence|4=violence|5=violence|6=violence|7=violence|8=violence|9=violence|10=violence|11=violence|12=violence|13=violence|14=violence|15=violence|16=violence|17=violence|18=violence|19=violence|20=violence|21=violence|22=violence|23=violence|24=violence|25=violence|26=violence|27=violence|28=violence	0=NC|1=NC|2=NC|3=NC|4=NC|5=NC|6=NC|7=NC|8=NC|9=NC|10=NC|11=NC|12=NC|13=NC|14=NC|15=NC|16=NC|17=NC|18=NC|19=NC|20=NC|21=NC|22=NC|23=NC|24=NC|25=NC|26=NC|27=NC|28=NC	0=NC|1=NC|2=NC|3=NC|4=NC|5=NC|6=NC|7=NC|8=NC|9=NC|10=NC|11=NC|12=NC|13=NC|14=NC|15=NC|16=NC|17=NC|18=NC|19=NC|20=NC|21=NC|22=NC|23=NC|24=NC|25=NC|26=NC|27=NC|28=NC	0=n=s|g=f|1=n=s|g=f|2=n=s|g=f|3=n=s|g=f|4=n=s|g=f|5=n=s|g=f|6=n=s|g=f|7=n=s|g=f|8=n=s|g=f|9=n=s|g=f|10=n=s|g=f|11=n=s|g=f|12=n=s|g=f|13=n=s|g=f|14=n=s|g=f|15=n=s|g=f|16=n=s|g=f|17=n=s|g=f|18=n=s|g=f|19=n=s|g=f|20=n=s|g=f|21=n=s|g=f|22=n=s|g=f|23=n=s|g=f|24=n=s|g=f|25=n=s|g=f|26=n=s|g=f|27=n=s|g=f|28=n=s|g=f	0=4|1=4|2=4|3=4|4=4|5=4|6=4|7=4|8=4|9=4|10=4|11=4|12=4|13=4|14=4|15=4|16=4|17=4|18=4|19=4|20=4|21=4|22=4|23=4|24=4|25=4|26=4|27=4|28=4	0=suj|1=suj|2=suj|3=suj|4=mod|5=mod|6=suj|7=suj|8=mod|9=mod|10=suj|11=suj|12=suj|13=suj|14=mod|15=mod|16=suj|17=suj|18=suj|19=suj|20=suj|21=suj|22=suj|23=mod|24=suj|25=mod|26=suj|27=mod|28=mod	0=1|1=1|2=1|3=1|4=1|5=1|6=1|7=1|8=1|9=1|10=1|11=1|12=1|13=1|14=1|15=1|16=1|17=1|18=1|19=1|20=1|21=1|22=1|23=1|24=1|25=1|26=1|27=1|28=1
.	0	11	5	136907	137000	687	i	4	4	1	keyboard	5	True	0=2|1=2|2=2|3=2|4=2|5=2|6=2|7=2|8=2|9=2|10=2|11=2|12=2|13=2|14=2|15=2|16=2|17=2|18=2|19=2|20=2|21=2|22=2|23=2|24=2|25=2|26=2|27=2|28=2	0=violence|1=violence|2=violence|3=violence|4=violence|5=violence|6=violence|7=violence|8=violence|9=violence|10=violence|11=violence|12=violence|13=violence|14=violence|15=violence|16=violence|17=violence|18=violence|19=violence|20=violence|21=violence|22=violence|23=violence|24=violence|25=violence|26=violence|27=violence|28=violence	0=violence|1=violence|2=violence|3=violence|4=violence|5=violence|6=violence|7=violence|8=violence|9=violence|10=violence|11=violence|12=violence|13=violence|14=violence|15=violence|16=violence|17=violence|18=violence|19=violence|20=violence|21=violence|22=violence|23=violence|24=violence|25=violence|26=violence|27=violence|28=violence	0=NC|1=NC|2=NC|3=NC|4=NC|5=NC|6=NC|7=NC|8=NC|9=NC|10=NC|11=NC|12=NC|13=NC|14=NC|15=NC|16=NC|17=NC|18=NC|19=NC|20=NC|21=NC|22=NC|23=NC|24=NC|25=NC|26=NC|27=NC|28=NC	0=NC|1=NC|2=NC|3=NC|4=NC|5=NC|6=NC|7=NC|8=NC|9=NC|10=NC|11=NC|12=NC|13=NC|14=NC|15=NC|16=NC|17=NC|18=NC|19=NC|20=NC|21=NC|22=NC|23=NC|24=NC|25=NC|26=NC|27=NC|28=NC	0=n=s|g=f|1=n=s|g=f|2=n=s|g=f|3=n=s|g=f|4=n=s|g=f|5=n=s|g=f|6=n=s|g=f|7=n=s|g=f|8=n=s|g=f|9=n=s|g=f|10=n=s|g=f|11=n=s|g=f|12=n=s|g=f|13=n=s|g=f|14=n=s|g=f|15=n=s|g=f|16=n=s|g=f|17=n=s|g=f|18=n=s|g=f|19=n=s|g=f|20=n=s|g=f|21=n=s|g=f|22=n=s|g=f|23=n=s|g=f|24=n=s|g=f|25=n=s|g=f|26=n=s|g=f|27=n=s|g=f|28=n=s|g=f	0=4|1=4|2=4|3=4|4=4|5=4|6=4|7=4|8=4|9=4|10=4|11=4|12=4|13=4|14=4|15=4|16=4|17=4|18=4|19=4|20=4|21=4|22=4|23=4|24=4|25=4|26=4|27=4|28=4	0=suj|1=suj|2=suj|3=suj|4=mod|5=mod|6=suj|7=suj|8=mod|9=mod|10=suj|11=suj|12=suj|13=suj|14=mod|15=mod|16=suj|17=suj|18=suj|19=suj|20=suj|21=suj|22=suj|23=mod|24=suj|25=mod|26=suj|27=mod|28=mod	0=1|1=1|2=1|3=1|4=1|5=1|6=1|7=1|8=1|9=1|10=1|11=1|12=1|13=1|14=1|15=1|16=1|17=1|18=1|19=1|20=1|21=1|22=1|23=1|24=1|25=1|26=1|27=1|28=1
.	0	11	6	137281	137359	281	o	5	5	1	keyboard	6	True	0=2|1=2|2=2|3=2|4=2|5=2|6=2|7=2|8=2|9=2|10=2|11=2|12=2|13=2|14=2|15=2|16=2|17=2|18=2|19=2|20=2|21=2|22=2|23=2|24=2|25=2|26=2|27=2|28=2	0=violence|1=violence|2=violence|3=violence|4=violence|5=violence|6=violence|7=violence|8=violence|9=violence|10=violence|11=violence|12=violence|13=violence|14=violence|15=violence|16=violence|17=violence|18=violence|19=violence|20=violence|21=violence|22=violence|23=violence|24=violence|25=violence|26=violence|27=violence|28=violence	0=violence|1=violence|2=violence|3=violence|4=violence|5=violence|6=violence|7=violence|8=violence|9=violence|10=violence|11=violence|12=violence|13=violence|14=violence|15=violence|16=violence|17=violence|18=violence|19=violence|20=violence|21=violence|22=violence|23=violence|24=violence|25=violence|26=violence|27=violence|28=violence	0=NC|1=NC|2=NC|3=NC|4=NC|5=NC|6=NC|7=NC|8=NC|9=NC|10=NC|11=NC|12=NC|13=NC|14=NC|15=NC|16=NC|17=NC|18=NC|19=NC|20=NC|21=NC|22=NC|23=NC|24=NC|25=NC|26=NC|27=NC|28=NC	0=NC|1=NC|2=NC|3=NC|4=NC|5=NC|6=NC|7=NC|8=NC|9=NC|10=NC|11=NC|12=NC|13=NC|14=NC|15=NC|16=NC|17=NC|18=NC|19=NC|20=NC|21=NC|22=NC|23=NC|24=NC|25=NC|26=NC|27=NC|28=NC	0=n=s|g=f|1=n=s|g=f|2=n=s|g=f|3=n=s|g=f|4=n=s|g=f|5=n=s|g=f|6=n=s|g=f|7=n=s|g=f|8=n=s|g=f|9=n=s|g=f|10=n=s|g=f|11=n=s|g=f|12=n=s|g=f|13=n=s|g=f|14=n=s|g=f|15=n=s|g=f|16=n=s|g=f|17=n=s|g=f|18=n=s|g=f|19=n=s|g=f|20=n=s|g=f|21=n=s|g=f|22=n=s|g=f|23=n=s|g=f|24=n=s|g=f|25=n=s|g=f|26=n=s|g=f|27=n=s|g=f|28=n=s|g=f	0=4|1=4|2=4|3=4|4=4|5=4|6=4|7=4|8=4|9=4|10=4|11=4|12=4|13=4|14=4|15=4|16=4|17=4|18=4|19=4|20=4|21=4|22=4|23=4|24=4|25=4|26=4|27=4|28=4	0=suj|1=suj|2=suj|3=suj|4=mod|5=mod|6=suj|7=suj|8=mod|9=mod|10=suj|11=suj|12=suj|13=suj|14=mod|15=mod|16=suj|17=suj|18=suj|19=suj|20=suj|21=suj|22=suj|23=mod|24=suj|25=mod|26=suj|27=mod|28=mod	0=1|1=1|2=1|3=1|4=1|5=1|6=1|7=1|8=1|9=1|10=1|11=1|12=1|13=1|14=1|15=1|16=1|17=1|18=1|19=1|20=1|21=1|22=1|23=1|24=1|25=1|26=1|27=1|28=1
.	0	11	7	138139	138233	780	l	6	6	1	keyboard	7	True	0=2|1=2|2=2|3=2|4=2|5=2|6=2|7=2|8=2|9=2|10=2|11=2|12=2|13=2|14=2|15=2|16=2|17=2|18=2|19=2|20=2|21=2|22=2|23=2|24=2|25=2|26=2|27=2|28=2	0=violence|1=violence|2=violence|3=violence|4=violence|5=violence|6=violence|7=violence|8=violence|9=violence|10=violence|11=violence|12=violence|13=violence|14=violence|15=violence|16=violence|17=violence|18=violence|19=violence|20=violence|21=violence|22=violence|23=violence|24=violence|25=violence|26=violence|27=violence|28=violence	0=violence|1=violence|2=violence|3=violence|4=violence|5=violence|6=violence|7=violence|8=violence|9=violence|10=violence|11=violence|12=violence|13=violence|14=violence|15=violence|16=violence|17=violence|18=violence|19=violence|20=violence|21=violence|22=violence|23=violence|24=violence|25=violence|26=violence|27=violence|28=violence	0=NC|1=NC|2=NC|3=NC|4=NC|5=NC|6=NC|7=NC|8=NC|9=NC|10=NC|11=NC|12=NC|13=NC|14=NC|15=NC|16=NC|17=NC|18=NC|19=NC|20=NC|21=NC|22=NC|23=NC|24=NC|25=NC|26=NC|27=NC|28=NC	0=NC|1=NC|2=NC|3=NC|4=NC|5=NC|6=NC|7=NC|8=NC|9=NC|10=NC|11=NC|12=NC|13=NC|14=NC|15=NC|16=NC|17=NC|18=NC|19=NC|20=NC|21=NC|22=NC|23=NC|24=NC|25=NC|26=NC|27=NC|28=NC	0=n=s|g=f|1=n=s|g=f|2=n=s|g=f|3=n=s|g=f|4=n=s|g=f|5=n=s|g=f|6=n=s|g=f|7=n=s|g=f|8=n=s|g=f|9=n=s|g=f|10=n=s|g=f|11=n=s|g=f|12=n=s|g=f|13=n=s|g=f|14=n=s|g=f|15=n=s|g=f|16=n=s|g=f|17=n=s|g=f|18=n=s|g=f|19=n=s|g=f|20=n=s|g=f|21=n=s|g=f|22=n=s|g=f|23=n=s|g=f|24=n=s|g=f|25=n=s|g=f|26=n=s|g=f|27=n=s|g=f|28=n=s|g=f	0=4|1=4|2=4|3=4|4=4|5=4|6=4|7=4|8=4|9=4|10=4|11=4|12=4|13=4|14=4|15=4|16=4|17=4|18=4|19=4|20=4|21=4|22=4|23=4|24=4|25=4|26=4|27=4|28=4	0=suj|1=suj|2=suj|3=suj|4=mod|5=mod|6=suj|7=suj|8=mod|9=mod|10=suj|11=suj|12=suj|13=suj|14=mod|15=mod|16=suj|17=suj|18=suj|19=suj|20=suj|21=suj|22=suj|23=mod|24=suj|25=mod|26=suj|27=mod|28=mod	0=1|1=1|2=1|3=1|4=1|5=1|6=1|7=1|8=1|9=1|10=1|11=1|12=1|13=1|14=1|15=1|16=1|17=1|18=1|19=1|20=1|21=1|22=1|23=1|24=1|25=1|26=1|27=1|28=1
.	0	11	8	139013	139106	780	e	7	7	1	keyboard	8	True	0=2|1=2|2=2|3=2|4=2|5=2|6=2|7=2|8=2|9=2|10=2|11=2|12=2|13=2|14=2|15=2|16=2|17=2|18=2|19=2|20=2|21=2|22=2|23=2|24=2|25=2|26=2|27=2|28=2	0=violence|1=violence|2=violence|3=violence|4=violence|5=violence|6=violence|7=violence|8=violence|9=violence|10=violence|11=violence|12=violence|13=violence|14=violence|15=violence|16=violence|17=violence|18=violence|19=violence|20=violence|21=violence|22=violence|23=violence|24=violence|25=violence|26=violence|27=violence|28=violence	0=violence|1=violence|2=violence|3=violence|4=violence|5=violence|6=violence|7=violence|8=violence|9=violence|10=violence|11=violence|12=violence|13=violence|14=violence|15=violence|16=violence|17=violence|18=violence|19=violence|20=violence|21=violence|22=violence|23=violence|24=violence|25=violence|26=violence|27=violence|28=violence	0=NC|1=NC|2=NC|3=NC|4=NC|5=NC|6=NC|7=NC|8=NC|9=NC|10=NC|11=NC|12=NC|13=NC|14=NC|15=NC|16=NC|17=NC|18=NC|19=NC|20=NC|21=NC|22=NC|23=NC|24=NC|25=NC|26=NC|27=NC|28=NC	0=NC|1=NC|2=NC|3=NC|4=NC|5=NC|6=NC|7=NC|8=NC|9=NC|10=NC|11=NC|12=NC|13=NC|14=NC|15=NC|16=NC|17=NC|18=NC|19=NC|20=NC|21=NC|22=NC|23=NC|24=NC|25=NC|26=NC|27=NC|28=NC	0=n=s|g=f|1=n=s|g=f|2=n=s|g=f|3=n=s|g=f|4=n=s|g=f|5=n=s|g=f|6=n=s|g=f|7=n=s|g=f|8=n=s|g=f|9=n=s|g=f|10=n=s|g=f|11=n=s|g=f|12=n=s|g=f|13=n=s|g=f|14=n=s|g=f|15=n=s|g=f|16=n=s|g=f|17=n=s|g=f|18=n=s|g=f|19=n=s|g=f|20=n=s|g=f|21=n=s|g=f|22=n=s|g=f|23=n=s|g=f|24=n=s|g=f|25=n=s|g=f|26=n=s|g=f|27=n=s|g=f|28=n=s|g=f	0=4|1=4|2=4|3=4|4=4|5=4|6=4|7=4|8=4|9=4|10=4|11=4|12=4|13=4|14=4|15=4|16=4|17=4|18=4|19=4|20=4|21=4|22=4|23=4|24=4|25=4|26=4|27=4|28=4	0=suj|1=suj|2=suj|3=suj|4=mod|5=mod|6=suj|7=suj|8=mod|9=mod|10=suj|11=suj|12=suj|13=suj|14=mod|15=mod|16=suj|17=suj|18=suj|19=suj|20=suj|21=suj|22=suj|23=mod|24=suj|25=mod|26=suj|27=mod|28=mod	0=1|1=1|2=1|3=1|4=1|5=1|6=1|7=1|8=1|9=1|10=1|11=1|12=1|13=1|14=1|15=1|16=1|17=1|18=1|19=1|20=1|21=1|22=1|23=1|24=1|25=1|26=1|27=1|28=1
.	0	11	9	140354	140432	1248	n	8	8	1	keyboard	9	True	0=2|1=2|2=2|3=2|4=2|5=2|6=2|7=2|8=2|9=2|10=2|11=2|12=2|13=2|14=2|15=2|16=2|17=2|18=2|19=2|20=2|21=2|22=2|23=2|24=2|25=2|26=2|27=2|28=2	0=violence|1=violence|2=violence|3=violence|4=violence|5=violence|6=violence|7=violence|8=violence|9=violence|10=violence|11=violence|12=violence|13=violence|14=violence|15=violence|16=violence|17=violence|18=violence|19=violence|20=violence|21=violence|22=violence|23=violence|24=violence|25=violence|26=violence|27=violence|28=violence	0=violence|1=violence|2=violence|3=violence|4=violence|5=violence|6=violence|7=violence|8=violence|9=violence|10=violence|11=violence|12=violence|13=violence|14=violence|15=violence|16=violence|17=violence|18=violence|19=violence|20=violence|21=violence|22=violence|23=violence|24=violence|25=violence|26=violence|27=violence|28=violence	0=NC|1=NC|2=NC|3=NC|4=NC|5=NC|6=NC|7=NC|8=NC|9=NC|10=NC|11=NC|12=NC|13=NC|14=NC|15=NC|16=NC|17=NC|18=NC|19=NC|20=NC|21=NC|22=NC|23=NC|24=NC|25=NC|26=NC|27=NC|28=NC	0=NC|1=NC|2=NC|3=NC|4=NC|5=NC|6=NC|7=NC|8=NC|9=NC|10=NC|11=NC|12=NC|13=NC|14=NC|15=NC|16=NC|17=NC|18=NC|19=NC|20=NC|21=NC|22=NC|23=NC|24=NC|25=NC|26=NC|27=NC|28=NC	0=n=s|g=f|1=n=s|g=f|2=n=s|g=f|3=n=s|g=f|4=n=s|g=f|5=n=s|g=f|6=n=s|g=f|7=n=s|g=f|8=n=s|g=f|9=n=s|g=f|10=n=s|g=f|11=n=s|g=f|12=n=s|g=f|13=n=s|g=f|14=n=s|g=f|15=n=s|g=f|16=n=s|g=f|17=n=s|g=f|18=n=s|g=f|19=n=s|g=f|20=n=s|g=f|21=n=s|g=f|22=n=s|g=f|23=n=s|g=f|24=n=s|g=f|25=n=s|g=f|26=n=s|g=f|27=n=s|g=f|28=n=s|g=f	0=4|1=4|2=4|3=4|4=4|5=4|6=4|7=4|8=4|9=4|10=4|11=4|12=4|13=4|14=4|15=4|16=4|17=4|18=4|19=4|20=4|21=4|22=4|23=4|24=4|25=4|26=4|27=4|28=4	0=suj|1=suj|2=suj|3=suj|4=mod|5=mod|6=suj|7=suj|8=mod|9=mod|10=suj|11=suj|12=suj|13=suj|14=mod|15=mod|16=suj|17=suj|18=suj|19=suj|20=suj|21=suj|22=suj|23=mod|24=suj|25=mod|26=suj|27=mod|28=mod	0=1|1=1|2=1|3=1|4=1|5=1|6=1|7=1|8=1|9=1|10=1|11=1|12=1|13=1|14=1|15=1|16=1|17=1|18=1|19=1|20=1|21=1|22=1|23=1|24=1|25=1|26=1|27=1|28=1
.	0	11	10	141696	141836	1264	c	9	9	1	keyboard	10	True	0=2|1=2|2=2|3=2|4=2|5=2|6=2|7=2|8=2|9=2|10=2|11=2|12=2|13=2|14=2|15=2|16=2|17=2|18=2|19=2|20=2|21=2|22=2|23=2|24=2|25=2|26=2|27=2|28=2	0=violence|1=violence|2=violence|3=violence|4=violence|5=violence|6=violence|7=violence|8=violence|9=violence|10=violence|11=violence|12=violence|13=violence|14=violence|15=violence|16=violence|17=violence|18=violence|19=violence|20=violence|21=violence|22=violence|23=violence|24=violence|25=violence|26=violence|27=violence|28=violence	0=violence|1=violence|2=violence|3=violence|4=violence|5=violence|6=violence|7=violence|8=violence|9=violence|10=violence|11=violence|12=violence|13=violence|14=violence|15=violence|16=violence|17=violence|18=violence|19=violence|20=violence|21=violence|22=violence|23=violence|24=violence|25=violence|26=violence|27=violence|28=violence	0=NC|1=NC|2=NC|3=NC|4=NC|5=NC|6=NC|7=NC|8=NC|9=NC|10=NC|11=NC|12=NC|13=NC|14=NC|15=NC|16=NC|17=NC|18=NC|19=NC|20=NC|21=NC|22=NC|23=NC|24=NC|25=NC|26=NC|27=NC|28=NC	0=NC|1=NC|2=NC|3=NC|4=NC|5=NC|6=NC|7=NC|8=NC|9=NC|10=NC|11=NC|12=NC|13=NC|14=NC|15=NC|16=NC|17=NC|18=NC|19=NC|20=NC|21=NC|22=NC|23=NC|24=NC|25=NC|26=NC|27=NC|28=NC	0=n=s|g=f|1=n=s|g=f|2=n=s|g=f|3=n=s|g=f|4=n=s|g=f|5=n=s|g=f|6=n=s|g=f|7=n=s|g=f|8=n=s|g=f|9=n=s|g=f|10=n=s|g=f|11=n=s|g=f|12=n=s|g=f|13=n=s|g=f|14=n=s|g=f|15=n=s|g=f|16=n=s|g=f|17=n=s|g=f|18=n=s|g=f|19=n=s|g=f|20=n=s|g=f|21=n=s|g=f|22=n=s|g=f|23=n=s|g=f|24=n=s|g=f|25=n=s|g=f|26=n=s|g=f|27=n=s|g=f|28=n=s|g=f	0=4|1=4|2=4|3=4|4=4|5=4|6=4|7=4|8=4|9=4|10=4|11=4|12=4|13=4|14=4|15=4|16=4|17=4|18=4|19=4|20=4|21=4|22=4|23=4|24=4|25=4|26=4|27=4|28=4	0=suj|1=suj|2=suj|3=suj|4=mod|5=mod|6=suj|7=suj|8=mod|9=mod|10=suj|11=suj|12=suj|13=suj|14=mod|15=mod|16=suj|17=suj|18=suj|19=suj|20=suj|21=suj|22=suj|23=mod|24=suj|25=mod|26=suj|27=mod|28=mod	0=1|1=1|2=1|3=1|4=1|5=1|6=1|7=1|8=1|9=1|10=1|11=1|12=1|13=1|14=1|15=1|16=1|17=1|18=1|19=1|20=1|21=1|22=1|23=1|24=1|25=1|26=1|27=1|28=1
