ID	session	writer	n_event	st_time	end_time	pause	event	pos	doc_len	op	type_op	charID	charStatus	tokenID	token	lemma	POS	XPOS	ms	governor	function	sentence_id
.	0	7	1	186624	186827		u	0	0	1	keyboard	1	False	0=1	0=un	0=un	0=DET	0=DET	0=n=s|g=m	0=0	0=x	0=1
.	0	7	2	187092	187264	265	n	1	1	1	keyboard	2	False	0=1	0=un	0=un	0=DET	0=DET	0=n=s|g=m	0=0	0=x	0=1
.	0	7	3	189307	189448	2043	⌫	2	2	-1	keyboard	3	na	na	na	na	na	na	na	na	na	na
.	0	7	4	189557	189697	109	⌫	1	1	-1	keyboard	4	na	na	na	na	na	na	na	na	na	na
.	0	7	5	196265	196499	6568	U	0	0	1	keyboard	5	True	2=2|3=3|4=3|5=3|6=3|7=3|8=3|9=3|10=3|11=3|12=3|13=3|14=3|15=3|16=3|17=3|18=3|19=3|20=3|21=3|22=3|23=3|24=3|25=3|26=3|27=3|28=3|29=3|30=3|31=3|32=3|33=3|34=3|35=3|36=3|37=3|38=3|39=3|40=3|41=3|42=3|43=3|44=3|45=3|46=3|47=3|48=3|49=3|50=3|51=3|52=3|53=3|54=3|55=3|56=3|57=3|58=3|59=3|60=3|61=3|62=3|63=3|64=3|65=3|66=3|67=3|68=3	2=Unj|3=Un|4=Un|5=Un|6=Un|7=Un|8=Un|9=Un|10=Un|11=Un|12=Un|13=Un|14=Un|15=Un|16=Un|17=Un|18=Un|19=Un|20=Un|21=Un|22=Un|23=Un|24=Un|25=Un|26=Un|27=Un|28=Un|29=Un|30=Un|31=Un|32=Un|33=Un|34=Un|35=Un|36=Un|37=Un|38=Un|39=Un|40=Un|41=Un|42=Un|43=Un|44=Un|45=Un|46=Un|47=Un|48=Un|49=Un|50=Un|51=Un|52=Un|53=Un|54=Un|55=Un|56=Un|57=Un|58=Un|59=Un|60=Un|61=Un|62=Un|63=Un|64=Un|65=Un|66=Un|67=Un|68=Un	2=un|3=un|4=un|5=un|6=un|7=un|8=un|9=un|10=un|11=un|12=un|13=un|14=un|15=un|16=un|17=un|18=un|19=un|20=un|21=un|22=un|23=un|24=un|25=un|26=un|27=un|28=un|29=un|30=un|31=un|32=un|33=un|34=un|35=un|36=un|37=un|38=un|39=un|40=un|41=un|42=un|43=un|44=un|45=un|46=un|47=un|48=un|49=un|50=un|51=un|52=un|53=un|54=un|55=un|56=un|57=un|58=un|59=un|60=un|61=un|62=un|63=un|64=un|65=un|66=un|67=un|68=un	2=DET|3=DET|4=DET|5=DET|6=DET|7=DET|8=DET|9=DET|10=DET|11=DET|12=DET|13=DET|14=DET|15=DET|16=DET|17=DET|18=DET|19=DET|20=DET|21=DET|22=DET|23=DET|24=DET|25=DET|26=DET|27=DET|28=DET|29=DET|30=DET|31=DET|32=DET|33=DET|34=DET|35=DET|36=DET|37=DET|38=DET|39=DET|40=DET|41=DET|42=DET|43=DET|44=DET|45=DET|46=DET|47=DET|48=DET|49=DET|50=DET|51=DET|52=DET|53=DET|54=DET|55=DET|56=DET|57=DET|58=DET|59=DET|60=DET|61=DET|62=DET|63=DET|64=DET|65=DET|66=DET|67=DET|68=DET	2=NC|3=DET|4=DET|5=DET|6=DET|7=DET|8=DET|9=DET|10=DET|11=DET|12=DET|13=DET|14=DET|15=DET|16=DET|17=DET|18=DET|19=DET|20=DET|21=DET|22=DET|23=DET|24=DET|25=DET|26=DET|27=DET|28=DET|29=DET|30=DET|31=DET|32=DET|33=DET|34=DET|35=DET|36=DET|37=DET|38=DET|39=DET|40=DET|41=DET|42=DET|43=DET|44=DET|45=DET|46=DET|47=DET|48=DET|49=DET|50=DET|51=DET|52=DET|53=DET|54=DET|55=DET|56=DET|57=DET|58=DET|59=DET|60=DET|61=DET|62=DET|63=DET|64=DET|65=DET|66=DET|67=DET|68=DET	2=|3=n=s|g=m|4=n=s|g=m|5=n=s|g=m|6=n=s|g=m|7=n=s|g=m|8=n=s|g=m|9=n=s|g=m|10=n=s|g=m|11=n=s|g=m|12=n=s|g=m|13=n=s|g=m|14=n=s|g=m|15=n=s|g=m|16=n=s|g=m|17=n=s|g=m|18=n=s|g=m|19=n=s|g=m|20=n=s|g=m|21=n=s|g=m|22=n=s|g=m|23=n=s|g=m|24=n=s|g=m|25=n=s|g=m|26=n=s|g=m|27=n=s|g=m|28=n=s|g=m|29=n=s|g=m|30=n=s|g=m|31=n=s|g=m|32=n=s|g=m|33=n=s|g=m|34=n=s|g=m|35=n=s|g=m|36=n=s|g=m|37=n=s|g=m|38=n=s|g=m|39=n=s|g=m|40=n=s|g=m|41=n=s|g=m|42=n=s|g=m|43=n=s|g=m|44=n=s|g=m|45=n=s|g=m|46=n=s|g=m|47=n=s|g=m|48=n=s|g=m|49=n=s|g=m|50=n=s|g=m|51=n=s|g=m|52=n=s|g=m|53=n=s|g=m|54=n=s|g=m|55=n=s|g=m|56=n=s|g=m|57=n=s|g=m|58=n=s|g=m|59=n=s|g=m|60=n=s|g=m|61=n=s|g=m|62=n=s|g=m|63=n=s|g=m|64=n=s|g=m|65=n=s|g=m|66=n=s|g=m|67=n=s|g=m|68=n=s|g=m	2=0|3=0|4=4|5=4|6=4|7=4|8=4|9=4|10=4|11=4|12=4|13=4|14=4|15=4|16=4|17=4|18=4|19=4|20=4|21=4|22=4|23=4|24=4|25=4|26=4|27=4|28=4|29=4|30=4|31=4|32=4|33=4|34=4|35=4|36=4|37=4|38=4|39=4|40=4|41=4|42=4|43=4|44=4|45=4|46=4|47=4|48=4|49=4|50=4|51=4|52=4|53=4|54=4|55=4|56=4|57=4|58=4|59=4|60=4|61=4|62=4|63=4|64=4|65=4|66=4|67=4|68=4	2=x|3=_|4=det|5=det|6=det|7=det|8=det|9=det|10=det|11=det|12=det|13=det|14=det|15=det|16=det|17=det|18=det|19=det|20=det|21=det|22=det|23=det|24=det|25=det|26=det|27=det|28=det|29=det|30=det|31=det|32=det|33=det|34=det|35=det|36=det|37=det|38=det|39=det|40=det|41=det|42=det|43=det|44=det|45=det|46=det|47=det|48=det|49=det|50=det|51=det|52=det|53=det|54=det|55=det|56=det|57=det|58=det|59=det|60=det|61=det|62=det|63=det|64=det|65=det|66=det|67=det|68=det	2=1|3=1|4=1|5=1|6=1|7=1|8=1|9=1|10=1|11=1|12=1|13=1|14=1|15=1|16=1|17=1|18=1|19=1|20=1|21=1|22=1|23=1|24=1|25=1|26=1|27=1|28=1|29=1|30=1|31=1|32=1|33=1|34=1|35=1|36=1|37=1|38=1|39=1|40=1|41=1|42=1|43=1|44=1|45=1|46=1|47=1|48=1|49=1|50=1|51=1|52=1|53=1|54=1|55=1|56=1|57=1|58=1|59=1|60=1|61=1|62=1|63=1|64=1|65=1|66=1|67=1|68=1
.	0	7	6	197669	197778	1170	n	1	1	1	keyboard	6	True	2=2|3=3|4=3|5=3|6=3|7=3|8=3|9=3|10=3|11=3|12=3|13=3|14=3|15=3|16=3|17=3|18=3|19=3|20=3|21=3|22=3|23=3|24=3|25=3|26=3|27=3|28=3|29=3|30=3|31=3|32=3|33=3|34=3|35=3|36=3|37=3|38=3|39=3|40=3|41=3|42=3|43=3|44=3|45=3|46=3|47=3|48=3|49=3|50=3|51=3|52=3|53=3|54=3|55=3|56=3|57=3|58=3|59=3|60=3|61=3|62=3|63=3|64=3|65=3|66=3|67=3|68=3	2=Unj|3=Un|4=Un|5=Un|6=Un|7=Un|8=Un|9=Un|10=Un|11=Un|12=Un|13=Un|14=Un|15=Un|16=Un|17=Un|18=Un|19=Un|20=Un|21=Un|22=Un|23=Un|24=Un|25=Un|26=Un|27=Un|28=Un|29=Un|30=Un|31=Un|32=Un|33=Un|34=Un|35=Un|36=Un|37=Un|38=Un|39=Un|40=Un|41=Un|42=Un|43=Un|44=Un|45=Un|46=Un|47=Un|48=Un|49=Un|50=Un|51=Un|52=Un|53=Un|54=Un|55=Un|56=Un|57=Un|58=Un|59=Un|60=Un|61=Un|62=Un|63=Un|64=Un|65=Un|66=Un|67=Un|68=Un	2=un|3=un|4=un|5=un|6=un|7=un|8=un|9=un|10=un|11=un|12=un|13=un|14=un|15=un|16=un|17=un|18=un|19=un|20=un|21=un|22=un|23=un|24=un|25=un|26=un|27=un|28=un|29=un|30=un|31=un|32=un|33=un|34=un|35=un|36=un|37=un|38=un|39=un|40=un|41=un|42=un|43=un|44=un|45=un|46=un|47=un|48=un|49=un|50=un|51=un|52=un|53=un|54=un|55=un|56=un|57=un|58=un|59=un|60=un|61=un|62=un|63=un|64=un|65=un|66=un|67=un|68=un	2=DET|3=DET|4=DET|5=DET|6=DET|7=DET|8=DET|9=DET|10=DET|11=DET|12=DET|13=DET|14=DET|15=DET|16=DET|17=DET|18=DET|19=DET|20=DET|21=DET|22=DET|23=DET|24=DET|25=DET|26=DET|27=DET|28=DET|29=DET|30=DET|31=DET|32=DET|33=DET|34=DET|35=DET|36=DET|37=DET|38=DET|39=DET|40=DET|41=DET|42=DET|43=DET|44=DET|45=DET|46=DET|47=DET|48=DET|49=DET|50=DET|51=DET|52=DET|53=DET|54=DET|55=DET|56=DET|57=DET|58=DET|59=DET|60=DET|61=DET|62=DET|63=DET|64=DET|65=DET|66=DET|67=DET|68=DET	2=NC|3=DET|4=DET|5=DET|6=DET|7=DET|8=DET|9=DET|10=DET|11=DET|12=DET|13=DET|14=DET|15=DET|16=DET|17=DET|18=DET|19=DET|20=DET|21=DET|22=DET|23=DET|24=DET|25=DET|26=DET|27=DET|28=DET|29=DET|30=DET|31=DET|32=DET|33=DET|34=DET|35=DET|36=DET|37=DET|38=DET|39=DET|40=DET|41=DET|42=DET|43=DET|44=DET|45=DET|46=DET|47=DET|48=DET|49=DET|50=DET|51=DET|52=DET|53=DET|54=DET|55=DET|56=DET|57=DET|58=DET|59=DET|60=DET|61=DET|62=DET|63=DET|64=DET|65=DET|66=DET|67=DET|68=DET	2=|3=n=s|g=m|4=n=s|g=m|5=n=s|g=m|6=n=s|g=m|7=n=s|g=m|8=n=s|g=m|9=n=s|g=m|10=n=s|g=m|11=n=s|g=m|12=n=s|g=m|13=n=s|g=m|14=n=s|g=m|15=n=s|g=m|16=n=s|g=m|17=n=s|g=m|18=n=s|g=m|19=n=s|g=m|20=n=s|g=m|21=n=s|g=m|22=n=s|g=m|23=n=s|g=m|24=n=s|g=m|25=n=s|g=m|26=n=s|g=m|27=n=s|g=m|28=n=s|g=m|29=n=s|g=m|30=n=s|g=m|31=n=s|g=m|32=n=s|g=m|33=n=s|g=m|34=n=s|g=m|35=n=s|g=m|36=n=s|g=m|37=n=s|g=m|38=n=s|g=m|39=n=s|g=m|40=n=s|g=m|41=n=s|g=m|42=n=s|g=m|43=n=s|g=m|44=n=s|g=m|45=n=s|g=m|46=n=s|g=m|47=n=s|g=m|48=n=s|g=m|49=n=s|g=m|50=n=s|g=m|51=n=s|g=m|52=n=s|g=m|53=n=s|g=m|54=n=s|g=m|55=n=s|g=m|56=n=s|g=m|57=n=s|g=m|58=n=s|g=m|59=n=s|g=m|60=n=s|g=m|61=n=s|g=m|62=n=s|g=m|63=n=s|g=m|64=n=s|g=m|65=n=s|g=m|66=n=s|g=m|67=n=s|g=m|68=n=s|g=m	2=0|3=0|4=4|5=4|6=4|7=4|8=4|9=4|10=4|11=4|12=4|13=4|14=4|15=4|16=4|17=4|18=4|19=4|20=4|21=4|22=4|23=4|24=4|25=4|26=4|27=4|28=4|29=4|30=4|31=4|32=4|33=4|34=4|35=4|36=4|37=4|38=4|39=4|40=4|41=4|42=4|43=4|44=4|45=4|46=4|47=4|48=4|49=4|50=4|51=4|52=4|53=4|54=4|55=4|56=4|57=4|58=4|59=4|60=4|61=4|62=4|63=4|64=4|65=4|66=4|67=4|68=4	2=x|3=_|4=det|5=det|6=det|7=det|8=det|9=det|10=det|11=det|12=det|13=det|14=det|15=det|16=det|17=det|18=det|19=det|20=det|21=det|22=det|23=det|24=det|25=det|26=det|27=det|28=det|29=det|30=det|31=det|32=det|33=det|34=det|35=det|36=det|37=det|38=det|39=det|40=det|41=det|42=det|43=det|44=det|45=det|46=det|47=det|48=det|49=det|50=det|51=det|52=det|53=det|54=det|55=det|56=det|57=det|58=det|59=det|60=det|61=det|62=det|63=det|64=det|65=det|66=det|67=det|68=det	2=1|3=1|4=1|5=1|6=1|7=1|8=1|9=1|10=1|11=1|12=1|13=1|14=1|15=1|16=1|17=1|18=1|19=1|20=1|21=1|22=1|23=1|24=1|25=1|26=1|27=1|28=1|29=1|30=1|31=1|32=1|33=1|34=1|35=1|36=1|37=1|38=1|39=1|40=1|41=1|42=1|43=1|44=1|45=1|46=1|47=1|48=1|49=1|50=1|51=1|52=1|53=1|54=1|55=1|56=1|57=1|58=1|59=1|60=1|61=1|62=1|63=1|64=1|65=1|66=1|67=1|68=1
.	0	7	7	204081	204361	6303	j	2	2	1	keyboard	7	False	2=2	2=Unj	2=un	2=DET	2=NC	2=	2=0	2=x	2=1
.	0	7	8	206499	206639	2138	⌫	3	3	-1	keyboard	8	na	na	na	na	na	na	na	na	na	na
.	0	7	9	207029	207169	390	␣	2	2	1	keyboard	9	True	na	na	na	na	na	na	na	na	na
.	0	7	10	208230	208324	1061	j	3	3	1	keyboard	10	True	4=4|5=4|6=4|7=4|8=4|9=4|10=4|11=4|12=4|13=4|14=4|15=4|16=4|17=4|18=4|19=4|20=4|21=4|22=4|23=4|24=4|25=4|26=4|27=4|28=4|29=4|30=4|31=4|32=4|33=4|34=4|35=4|36=4|37=4|38=4|39=4|40=4|41=4|42=4|43=4|44=4|45=4|46=4|47=4|48=4|49=4|50=4|51=4|52=4|53=4|54=4|55=4|56=4|57=4|58=4|59=4|60=4|61=4|62=4|63=4|64=4|65=4|66=4|67=4|68=4	4=jour|5=jour|6=jour|7=jour|8=jour|9=jour|10=jour|11=jour|12=jour|13=jour|14=jour|15=jour|16=jour|17=jour|18=jour|19=jour|20=jour|21=jour|22=jour|23=jour|24=jour|25=jour|26=jour|27=jour|28=jour|29=jour|30=jour|31=jour|32=jour|33=jour|34=jour|35=jour|36=jour|37=jour|38=jour|39=jour|40=jour|41=jour|42=jour|43=jour|44=jour|45=jour|46=jour|47=jour|48=jour|49=jour|50=jour|51=jour|52=jour|53=jour|54=jour|55=jour|56=jour|57=jour|58=jour|59=jour|60=jour|61=jour|62=jour|63=jour|64=jour|65=jour|66=jour|67=jour|68=jour	4=jour|5=jour|6=jour|7=jour|8=jour|9=jour|10=jour|11=jour|12=jour|13=jour|14=jour|15=jour|16=jour|17=jour|18=jour|19=jour|20=jour|21=jour|22=jour|23=jour|24=jour|25=jour|26=jour|27=jour|28=jour|29=jour|30=jour|31=jour|32=jour|33=jour|34=jour|35=jour|36=jour|37=jour|38=jour|39=jour|40=jour|41=jour|42=jour|43=jour|44=jour|45=jour|46=jour|47=jour|48=jour|49=jour|50=jour|51=jour|52=jour|53=jour|54=jour|55=jour|56=jour|57=jour|58=jour|59=jour|60=jour|61=jour|62=jour|63=jour|64=jour|65=jour|66=jour|67=jour|68=jour	4=NC|5=NC|6=NC|7=NC|8=NC|9=NC|10=NC|11=NC|12=NC|13=NC|14=NC|15=NC|16=NC|17=NC|18=NC|19=NC|20=NC|21=NC|22=NC|23=NC|24=NC|25=NC|26=NC|27=NC|28=NC|29=NC|30=NC|31=NC|32=NC|33=NC|34=NC|35=NC|36=NC|37=NC|38=NC|39=NC|40=NC|41=NC|42=NC|43=NC|44=NC|45=NC|46=NC|47=NC|48=NC|49=NC|50=NC|51=NC|52=NC|53=NC|54=NC|55=NC|56=NC|57=NC|58=NC|59=NC|60=NC|61=NC|62=NC|63=NC|64=NC|65=NC|66=NC|67=NC|68=NC	4=NC|5=NC|6=NC|7=NC|8=NC|9=NC|10=NC|11=NC|12=NC|13=NC|14=NC|15=NC|16=NC|17=NC|18=NC|19=NC|20=NC|21=NC|22=NC|23=NC|24=NC|25=NC|26=NC|27=NC|28=NC|29=NC|30=NC|31=NC|32=NC|33=NC|34=NC|35=NC|36=NC|37=NC|38=NC|39=NC|40=NC|41=NC|42=NC|43=NC|44=NC|45=NC|46=NC|47=NC|48=NC|49=NC|50=NC|51=NC|52=NC|53=NC|54=NC|55=NC|56=NC|57=NC|58=NC|59=NC|60=NC|61=NC|62=NC|63=NC|64=NC|65=NC|66=NC|67=NC|68=NC	4=n=s|g=m|5=n=s|g=m|6=n=s|g=m|7=n=s|g=m|8=n=s|g=m|9=n=s|g=m|10=n=s|g=m|11=n=s|g=m|12=n=s|g=m|13=n=s|g=m|14=n=s|g=m|15=n=s|g=m|16=n=s|g=m|17=n=s|g=m|18=n=s|g=m|19=n=s|g=m|20=n=s|g=m|21=n=s|g=m|22=n=s|g=m|23=n=s|g=m|24=n=s|g=m|25=n=s|g=m|26=n=s|g=m|27=n=s|g=m|28=n=s|g=m|29=n=s|g=m|30=n=s|g=m|31=n=s|g=m|32=n=s|g=m|33=n=s|g=m|34=n=s|g=m|35=n=s|g=m|36=n=s|g=m|37=n=s|g=m|38=n=s|g=m|39=n=s|g=m|40=n=s|g=m|41=n=s|g=m|42=n=s|g=m|43=n=s|g=m|44=n=s|g=m|45=n=s|g=m|46=n=s|g=m|47=n=s|g=m|48=n=s|g=m|49=n=s|g=m|50=n=s|g=m|51=n=s|g=m|52=n=s|g=m|53=n=s|g=m|54=n=s|g=m|55=n=s|g=m|56=n=s|g=m|57=n=s|g=m|58=n=s|g=m|59=n=s|g=m|60=n=s|g=m|61=n=s|g=m|62=n=s|g=m|63=n=s|g=m|64=n=s|g=m|65=n=s|g=m|66=n=s|g=m|67=n=s|g=m|68=n=s|g=m	4=0|5=0|6=8|7=8|8=8|9=0|10=8|11=0|12=8|13=0|14=8|15=0|16=8|17=0|18=8|19=0|20=8|21=0|22=8|23=0|24=8|25=8|26=8|27=0|28=8|29=0|30=8|31=0|32=8|33=0|34=8|35=0|36=8|37=0|38=8|39=8|40=8|41=0|42=8|43=8|44=8|45=0|46=8|47=8|48=8|49=8|50=8|51=0|52=8|53=0|54=8|55=8|56=8|57=8|58=8|59=8|60=8|61=8|62=0|63=0|64=8|65=0|66=0|67=0|68=0	4=x|5=_|6=mod|7=mod|8=mod|9=_|10=mod|11=_|12=mod|13=_|14=mod|15=_|16=mod|17=_|18=mod|19=_|20=mod|21=_|22=mod|23=_|24=mod|25=mod|26=mod|27=_|28=mod|29=_|30=mod|31=_|32=mod|33=_|34=mod|35=_|36=mod|37=_|38=mod|39=mod|40=mod|41=_|42=mod|43=mod|44=mod|45=_|46=mod|47=mod|48=mod|49=mod|50=mod|51=_|52=mod|53=_|54=mod|55=mod|56=mod|57=mod|58=mod|59=mod|60=mod|61=mod|62=_|63=_|64=mod|65=_|66=_|67=_|68=_	4=1|5=1|6=1|7=1|8=1|9=1|10=1|11=1|12=1|13=1|14=1|15=1|16=1|17=1|18=1|19=1|20=1|21=1|22=1|23=1|24=1|25=1|26=1|27=1|28=1|29=1|30=1|31=1|32=1|33=1|34=1|35=1|36=1|37=1|38=1|39=1|40=1|41=1|42=1|43=1|44=1|45=1|46=1|47=1|48=1|49=1|50=1|51=1|52=1|53=1|54=1|55=1|56=1|57=1|58=1|59=1|60=1|61=1|62=1|63=1|64=1|65=1|66=1|67=1|68=1
